Counts: 	19779	19779	25	0	0	0	3	4779	903	1	4	0	0	12190	25	2	2	1	213	
Q7PSC4	Q7PSC4_ANOGA	Anopheles gambiae												7165.AGAP009504-PA;						
Q7QJP4	Q7QJP4_ANOGA	Anopheles gambiae																		
Q5TWB6	Q5TWB6_ANOGA	Anopheles gambiae						Q5TWB6;												
Q5TQI5	Q5TQI5_ANOGA	Anopheles gambiae												7165.AGAP008108-PA;						
Q7QGN1	Q7QGN1_ANOGA	Anopheles gambiae						Q7QGN1;												
Q7PYX6	Q7PYX6_ANOGA	Anopheles gambiae						Q7PYX6;						7165.AGAP011627-PA;						
Q7QJX2	Q7QJX2_ANOGA	Anopheles gambiae																		
B2G054	B2G054_ANOGA	Anopheles gambiae												7165.AGAP001929-PA;						
Q5TMZ3	Q5TMZ3_ANOGA	Anopheles gambiae																		
Q7PQB7	Q7PQB7_ANOGA	Anopheles gambiae																		
Q7QHS3	Q7QHS3_ANOGA	Anopheles gambiae						Q7QHS3;						7165.AGAP011329-PA;						
Q7Q8Q9	Q7Q8Q9_ANOGA	Anopheles gambiae						Q7Q8Q9;												
Q7QAG7	Q7QAG7_ANOGA	Anopheles gambiae						Q7QAG7;						7165.AGAP003706-PA;						
Q5TS30	Q5TS30_ANOGA	Anopheles gambiae																		
L7RHM5	L7RHM5_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
Q7PGJ6	Q7PGJ6_ANOGA	Anopheles gambiae												7165.AGAP002581-PA;						
B0F485	B0F485_ANOGA	Anopheles gambiae												7165.AGAP007143-PA;						
L7RJS7	L7RJS7_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
L7T5B3	L7T5B3_ANOGA	Anopheles gambiae												7165.AGAP007048-PA;						
Q7QCZ6	Q7QCZ6_ANOGA	Anopheles gambiae																		
L7T2V4	L7T2V4_ANOGA	Anopheles gambiae												7165.AGAP007033-PA;						
L7T0C0	L7T0C0_ANOGA	Anopheles gambiae												7165.AGAP007030-PA;						
Q7QGF4	Q7QGF4_ANOGA	Anopheles gambiae												7165.AGAP009335-PA;						
Q7PTF6	Q7PTF6_ANOGA	Anopheles gambiae												7165.AGAP007029-PA;						
F2X584	F2X584_ANOGA	Anopheles gambiae												7165.AGAP005196-PA;						
Q7PRP8	Q7PRP8_ANOGA	Anopheles gambiae						Q7PRP8;						7165.AGAP000678-PA;						
Q5TWZ6	Q5TWZ6_ANOGA	Anopheles gambiae						Q5TWZ6;						7165.AGAP007508-PA;						
Q5TUF9	Q5TUF9_ANOGA	Anopheles gambiae																		
Q7QIM4	Q7QIM4_ANOGA	Anopheles gambiae												7165.AGAP006951-PA;						
Q6VFH1	Q6VFH1_ANOGA	Anopheles gambiae						Q6VFH1;						7165.AGAP000818-PA;						
L7RPU3	L7RPU3_ANOGA	Anopheles gambiae												7165.AGAP005693-PA;						
L7T641	L7T641_ANOGA	Anopheles gambiae																		
F5HLJ3	F5HLJ3_ANOGA	Anopheles gambiae																		
Q5TX05	Q5TX05_ANOGA	Anopheles gambiae												7165.AGAP007540-PA;						
A0NCA9	A0NCA9_ANOGA	Anopheles gambiae						A0NCA9;						7165.AGAP003791-PA;						
F5HJB7	F5HJB7_ANOGA	Anopheles gambiae																		
L7RPZ4	L7RPZ4_ANOGA	Anopheles gambiae												7165.AGAP005693-PA;						
Q7PS30	Q7PS30_ANOGA	Anopheles gambiae						Q7PS30;						7165.AGAP000532-PA;						
L7RKH7	L7RKH7_ANOGA	Anopheles gambiae												7165.AGAP001826-PA;						
L7RIX6	L7RIX6_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
L7RMF2	L7RMF2_ANOGA	Anopheles gambiae																		
Q7PW83	Q7PW83_ANOGA	Anopheles gambiae												7165.AGAP009056-PA;						
L7RH59	L7RH59_ANOGA	Anopheles gambiae												7165.AGAP007032-PA;						
A7UV21	A7UV21_ANOGA	Anopheles gambiae												7165.AGAP009648-PA;						
L7T718	L7T718_ANOGA	Anopheles gambiae																		
Q7Q8V5	Q7Q8V5_ANOGA	Anopheles gambiae												7165.AGAP010543-PA;						
L7RIZ7	L7RIZ7_ANOGA	Anopheles gambiae																		
A7USE1	A7USE1_ANOGA	Anopheles gambiae																		
A7UUW0	A7UUW0_ANOGA	Anopheles gambiae																		
L7T736	L7T736_ANOGA	Anopheles gambiae												7165.AGAP007058-PA;						
Q7PME1	Q7PME1_ANOGA	Anopheles gambiae						Q7PME1;						7165.AGAP010246-PA;						
L7RHS4	L7RHS4_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
A7USD1	A7USD1_ANOGA	Anopheles gambiae																		
Q7QK30	Q7QK30_ANOGA	Anopheles gambiae						Q7QK30;						7165.AGAP011061-PA;						
A0NGJ7	A0NGJ7_ANOGA	Anopheles gambiae																		
Q7QGJ8	Q7QGJ8_ANOGA	Anopheles gambiae																		
A0NGE0	A0NGE0_ANOGA	Anopheles gambiae												7165.AGAP027996-PA;						
Q5XM72	Q5XM72_ANOGA	Anopheles gambiae						Q5XM72;						7165.AGAP006047-PA;						
A0NED1	A0NED1_ANOGA	Anopheles gambiae						A0NED1;						7165.AGAP005473-PA;						
Q7QIL6	Q7QIL6_ANOGA	Anopheles gambiae												7165.AGAP006942-PA;						
Q7PXM2	Q7PXM2_ANOGA	Anopheles gambiae																		
Q7QER9	Q7QER9_ANOGA	Anopheles gambiae												7165.AGAP000119-PA;						
Q7Q156	Q7Q156_ANOGA	Anopheles gambiae												7165.AGAP009960-PA;						
Q7Q613	Q7Q613_ANOGA	Anopheles gambiae												7165.AGAP006091-PA;						
Q7Q8U2	Q7Q8U2_ANOGA	Anopheles gambiae						Q7Q8U2;												
A0NE44	A0NE44_ANOGA	Anopheles gambiae																		
Q7Q884	Q7Q884_ANOGA	Anopheles gambiae						Q7Q884;						7165.AGAP008750-PA;						
Q7QEF4	Q7QEF4_ANOGA	Anopheles gambiae						Q7QEF4;						7165.AGAP000680-PA;						
Q7PVB5	Q7PVB5_ANOGA	Anopheles gambiae												7165.AGAP012223-PA;						
Q7QDX3	Q7QDX3_ANOGA	Anopheles gambiae																		
L7RJD7	L7RJD7_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
L7RML1	L7RML1_ANOGA	Anopheles gambiae												7165.AGAP002593-PA;						
L7T6U6	L7T6U6_ANOGA	Anopheles gambiae												7165.AGAP007058-PA;						
L7RNN4	L7RNN4_ANOGA	Anopheles gambiae												7165.AGAP005693-PA;						
Q5TQM6	Q5TQM6_ANOGA	Anopheles gambiae						Q5TQM6;						7165.AGAP008019-PA;						
Q7PQW3	Q7PQW3_ANOGA	Anopheles gambiae						Q7PQW3;						7165.AGAP002644-PA;						
L7RM76	L7RM76_ANOGA	Anopheles gambiae																		
Q8WR23	Q8WR23_ANOGA	Anopheles gambiae																		
Q7QIP3	Q7QIP3_ANOGA	Anopheles gambiae						Q7QIP3;						7165.AGAP006993-PA;						
C6JZW6	C6JZW6_ANOGA	Anopheles gambiae												7165.AGAP001376-PA;						
A0A0E3W291	A0A0E3W291_ANOGA	Anopheles gambiae																		
A0A0E4C723	A0A0E4C723_ANOGA	Anopheles gambiae																		
C6JYG9	C6JYG9_ANOGA	Anopheles gambiae												7165.AGAP007693-PA;						
A0A0E4C7D6	A0A0E4C7D6_ANOGA	Anopheles gambiae																		
Q7PSR7	Q7PSR7_ANOGA	Anopheles gambiae												7165.AGAP011145-PA;						
Q9NB41	Q9NB41_ANOGA	Anopheles gambiae						Q9NB41;						7165.AGAP004647-PA;						
Q7Q7K2	Q7Q7K2_ANOGA	Anopheles gambiae						Q7Q7K2;						7165.AGAP011511-PA;						
Q6J291	Q6J291_ANOGA	Anopheles gambiae						Q6J291;												
Q7PNL4	Q7PNL4_ANOGA	Anopheles gambiae												7165.AGAP005461-PA;						
F5HKZ4	F5HKZ4_ANOGA	Anopheles gambiae												7165.AGAP013411-PA;						
A7UT84	A7UT84_ANOGA	Anopheles gambiae												7165.AGAP005133-PA;						
Q7QI91	Q7QI91_ANOGA	Anopheles gambiae												7165.AGAP006729-PA;						
F5HML7	F5HML7_ANOGA	Anopheles gambiae												7165.AGAP013450-PA;						
A0A0E4G8Q4	A0A0E4G8Q4_ANOGA	Anopheles gambiae																		
A0A0E4C7A3	A0A0E4C7A3_ANOGA	Anopheles gambiae																		
Q7PZF0	Q7PZF0_ANOGA	Anopheles gambiae						Q7PZF0;												
F5HIU2	F5HIU2_ANOGA	Anopheles gambiae												7165.AGAP012960-PA;						
F5HMV2	F5HMV2_ANOGA	Anopheles gambiae						F5HMV2;						7165.AGAP001256-PC;						
B2FWP6	B2FWP6_ANOGA	Anopheles gambiae												7165.AGAP004855-PA;						
F5HIX3	F5HIX3_ANOGA	Anopheles gambiae												7165.AGAP003899-PA;						
M9Z5L9	M9Z5L9_ANOGA	Anopheles gambiae												7165.AGAP009194-PA;						
F5HLW3	F5HLW3_ANOGA	Anopheles gambiae												7165.AGAP001052-PC;						
C6JYU6	C6JYU6_ANOGA	Anopheles gambiae												7165.AGAP012938-PA;						
C6K081	C6K081_ANOGA	Anopheles gambiae												7165.AGAP009212-PA;						
A0NGQ2	A0NGQ2_ANOGA	Anopheles gambiae												7165.AGAP011904-PA;						
Q7PG12	Q7PG12_ANOGA	Anopheles gambiae																		
Q7PZX4	Q7PZX4_ANOGA	Anopheles gambiae						Q7PZX4;						7165.AGAP012133-PA;						
Q7PKU2	Q7PKU2_ANOGA	Anopheles gambiae																		
A0A0E4GBQ4	A0A0E4GBQ4_ANOGA	Anopheles gambiae																		
Q7QJL8	Q7QJL8_ANOGA	Anopheles gambiae						Q7QJL8;						7165.AGAP007572-PA;						
Q7PHD6	Q7PHD6_ANOGA	Anopheles gambiae												7165.AGAP004405-PA;						
Q7PUN2	Q7PUN2_ANOGA	Anopheles gambiae						Q7PUN2;						7165.AGAP001969-PA;						
F5HMM8	F5HMM8_ANOGA	Anopheles gambiae												7165.AGAP013478-PB;						
Q7QEV3	Q7QEV3_ANOGA	Anopheles gambiae																		
F5HK66	F5HK66_ANOGA	Anopheles gambiae																		
C6K0U1	C6K0U1_ANOGA	Anopheles gambiae												7165.AGAP006909-PA;						
H2KMF4	H2KMF4_ANOGA	Anopheles gambiae						H2KMF4;						7165.AGAP009863-PA;						
B2G0X4	B2G0X4_ANOGA	Anopheles gambiae																		
F5HM65	F5HM65_ANOGA	Anopheles gambiae												7165.AGAP013167-PA;						
Q5TNJ3	Q5TNJ3_ANOGA	Anopheles gambiae												7165.AGAP008907-PA;						
Q7QDP0	Q7QDP0_ANOGA	Anopheles gambiae												7165.AGAP010334-PA;						
A0NCI3	A0NCI3_ANOGA	Anopheles gambiae												7165.AGAP000250-PA;						
F5HJS2	F5HJS2_ANOGA	Anopheles gambiae												7165.AGAP000086-PD;						
Q7PNT3	Q7PNT3_ANOGA	Anopheles gambiae												7165.AGAP006046-PA;						
F5HKG6	F5HKG6_ANOGA	Anopheles gambiae																		
Q7PNF3	Q7PNF3_ANOGA	Anopheles gambiae												7165.AGAP008043-PA;						
Q7QJZ8	Q7QJZ8_ANOGA	Anopheles gambiae																		
C6K0T9	C6K0T9_ANOGA	Anopheles gambiae												7165.AGAP006909-PA;						
Q7Q0G3	Q7Q0G3_ANOGA	Anopheles gambiae						Q7Q0G3;						7165.AGAP003327-PA;						
F5HJ21	F5HJ21_ANOGA	Anopheles gambiae												7165.AGAP013093-PA;						
F5HL00	F5HL00_ANOGA	Anopheles gambiae												7165.AGAP003140-PB;						
F5HIZ2	F5HIZ2_ANOGA	Anopheles gambiae																		
B2G053	B2G053_ANOGA	Anopheles gambiae												7165.AGAP001929-PA;						
M9Z5L3	M9Z5L3_ANOGA	Anopheles gambiae												7165.AGAP009194-PA;						
F5HN00	F5HN00_ANOGA	Anopheles gambiae																		
F5HKU0	F5HKU0_ANOGA	Anopheles gambiae																		
Q693N5	Q693N5_ANOGA	Anopheles gambiae												7165.AGAP009734-PA;						
F5HLR9	F5HLR9_ANOGA	Anopheles gambiae												7165.AGAP013170-PA;						
F5HMX4	F5HMX4_ANOGA	Anopheles gambiae																		
C6K042	C6K042_ANOGA	Anopheles gambiae												7165.AGAP007691-PB;						
A7UUN9	A7UUN9_ANOGA	Anopheles gambiae																		
A7URJ0	A7URJ0_ANOGA	Anopheles gambiae												7165.AGAP007249-PA;						
A0NFQ4	A0NFQ4_ANOGA	Anopheles gambiae																		
Q7PX54	Q7PX54_ANOGA	Anopheles gambiae												7165.AGAP001222-PA;						
A7USN6	A7USN6_ANOGA	Anopheles gambiae																		
Q7QIJ2	Q7QIJ2_ANOGA	Anopheles gambiae						Q7QIJ2;						7165.AGAP006900-PA;						
A0NG09	A0NG09_ANOGA	Anopheles gambiae						A0NG09;												
Q7PZK2	Q7PZK2_ANOGA	Anopheles gambiae						Q7PZK2;						7165.AGAP011956-PA;						
Q7PXY0	Q7PXY0_ANOGA	Anopheles gambiae												7165.AGAP001650-PA;						
Q7Q1K5	Q7Q1K5_ANOGA	Anopheles gambiae						Q7Q1K5;						7165.AGAP009742-PA;						
Q7QK70	Q7QK70_ANOGA	Anopheles gambiae												7165.AGAP002178-PA;						
Q7PMF7	Q7PMF7_ANOGA	Anopheles gambiae						Q7PMF7;						7165.AGAP009996-PA;						
A0NFY7	A0NFY7_ANOGA	Anopheles gambiae						A0NFY7;						7165.AGAP010015-PA;						
Q5TRW7	Q5TRW7_ANOGA	Anopheles gambiae						Q5TRW7;						7165.AGAP004598-PA;						
Q5TN39	Q5TN39_ANOGA	Anopheles gambiae																		
Q5TVD9	Q5TVD9_ANOGA	Anopheles gambiae																		
Q5TVL1	Q5TVL1_ANOGA	Anopheles gambiae																		
Q7Q1V7	Q7Q1V7_ANOGA	Anopheles gambiae												7165.AGAP009613-PA;						
Q7QEP9	Q7QEP9_ANOGA	Anopheles gambiae												7165.AGAP000095-PA;						
Q27J45	Q27J45_ANOGA	Anopheles gambiae						Q27J45;						7165.AGAP002156-PA;						
Q5TQK6	Q5TQK6_ANOGA	Anopheles gambiae						Q5TQK6;						7165.AGAP008071-PA;						
Q5TVK0	Q5TVK0_ANOGA	Anopheles gambiae																		
Q5TQL9	Q5TQL9_ANOGA	Anopheles gambiae																		
Q7QGI6	Q7QGI6_ANOGA	Anopheles gambiae												7165.AGAP011554-PA;						
Q5TRD6	Q5TRD6_ANOGA	Anopheles gambiae												7165.AGAP005796-PA;						
Q7QEF3	Q7QEF3_ANOGA	Anopheles gambiae												7165.AGAP000681-PA;						
Q5TSP8	Q5TSP8_ANOGA	Anopheles gambiae						Q5TSP8;						7165.AGAP003364-PA;						
Q7QDW5	Q7QDW5_ANOGA	Anopheles gambiae						Q7QDW5;						7165.AGAP010456-PA;						
Q5TQE4	Q5TQE4_ANOGA	Anopheles gambiae																		
Q5TUQ7	Q5TUQ7_ANOGA	Anopheles gambiae												7165.AGAP000777-PA;						
Q7QA32	Q7QA32_ANOGA	Anopheles gambiae						Q7QA32;						7165.AGAP004456-PA;						
F5HKB4	F5HKB4_ANOGA	Anopheles gambiae																		
Q5TN77	Q5TN77_ANOGA	Anopheles gambiae																		
A0NBJ8	A0NBJ8_ANOGA	Anopheles gambiae						A0NBJ8;						7165.AGAP007110-PA;						
B2FWD3	B2FWD3_ANOGA	Anopheles gambiae																		
Q7PUQ3	Q7PUQ3_ANOGA	Anopheles gambiae												7165.AGAP001290-PA;						
Q7QGW6	Q7QGW6_ANOGA	Anopheles gambiae																		
Q7QIM5	Q7QIM5_ANOGA	Anopheles gambiae						Q7QIM5;						7165.AGAP006952-PA;						
F2X583	F2X583_ANOGA	Anopheles gambiae												7165.AGAP005196-PA;						
F5HL65	F5HL65_ANOGA	Anopheles gambiae																		
Q7QHM1	Q7QHM1_ANOGA	Anopheles gambiae												7165.AGAP011250-PA;						
Q7QD76	Q7QD76_ANOGA	Anopheles gambiae												7165.AGAP002986-PA;						
B2FX21	B2FX21_ANOGA	Anopheles gambiae																		
B5KPD8	B5KPD8_ANOGA	Anopheles gambiae												7165.AGAP007010-PA;						
Q7PNJ6	Q7PNJ6_ANOGA	Anopheles gambiae												7165.AGAP000900-PA;						
Q7QG71	Q7QG71_ANOGA	Anopheles gambiae						Q7QG71;						7165.AGAP009532-PA;						
Q7Q7R6	Q7Q7R6_ANOGA	Anopheles gambiae												7165.AGAP004641-PA;						
Q7QD88	Q7QD88_ANOGA	Anopheles gambiae						Q7QD88;						7165.AGAP003001-PA;						
F5HIY9	F5HIY9_ANOGA	Anopheles gambiae																		
L7RGU0	L7RGU0_ANOGA	Anopheles gambiae												7165.AGAP007032-PA;						
L7RLS7	L7RLS7_ANOGA	Anopheles gambiae												7165.AGAP005728-PA;						
B0F4E1	B0F4E1_ANOGA	Anopheles gambiae												7165.AGAP005819-PA;						
L7RR62	L7RR62_ANOGA	Anopheles gambiae												7165.AGAP007037-PA;						
L7RJB7	L7RJB7_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
L7T4I7	L7T4I7_ANOGA	Anopheles gambiae												7165.AGAP007048-PA;						
L7T4H5	L7T4H5_ANOGA	Anopheles gambiae																		
Q7Q1I7	Q7Q1I7_ANOGA	Anopheles gambiae												7165.AGAP009774-PA;						
L7RH35	L7RH35_ANOGA	Anopheles gambiae																		
L7RVF4	L7RVF4_ANOGA	Anopheles gambiae												7165.AGAP007037-PA;						
L7T4I5	L7T4I5_ANOGA	Anopheles gambiae																		
A0NEL2	A0NEL2_ANOGA	Anopheles gambiae						A0NEL2;						7165.AGAP006030-PA;						
L7RI48	L7RI48_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
Q7PUR5	Q7PUR5_ANOGA	Anopheles gambiae												7165.AGAP001822-PA;						
Q7Q1Y6	Q7Q1Y6_ANOGA	Anopheles gambiae																		
A7URB5	A7URB5_ANOGA	Anopheles gambiae												7165.AGAP007512-PA;						
Q7Q1N2	Q7Q1N2_ANOGA	Anopheles gambiae																		
A7UV63	A7UV63_ANOGA	Anopheles gambiae												7165.AGAP010168-PA;						
A7XBE1	A7XBE1_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
Q7QD68	Q7QD68_ANOGA	Anopheles gambiae												7165.AGAP002981-PA;						
Q7PKM3	Q7PKM3_ANOGA	Anopheles gambiae												7165.AGAP001358-PA;						
A7US35	A7US35_ANOGA	Anopheles gambiae																		
Q7PYF2	Q7PYF2_ANOGA	Anopheles gambiae												7165.AGAP001911-PA;						
A5A1K4	A5A1K4_ANOGA	Anopheles gambiae												7165.AGAP005948-PA;						
Q7PYQ9	Q7PYQ9_ANOGA	Anopheles gambiae						Q7PYQ9;						7165.AGAP002069-PA;						
Q7Q279	Q7Q279_ANOGA	Anopheles gambiae												7165.AGAP003988-PA;						
Q7Q470	Q7Q470_ANOGA	Anopheles gambiae												7165.AGAP008258-PA;						
C9XI63	C9XI63_ANOGA	Anopheles gambiae																		
Q7QFJ5	Q7QFJ5_ANOGA	Anopheles gambiae												7165.AGAP000529-PA;						
B0F4C0	B0F4C0_ANOGA	Anopheles gambiae												7165.AGAP005819-PA;						
B2FZM6	B2FZM6_ANOGA	Anopheles gambiae												7165.AGAP011951-PA;						
Q5TQF2	Q5TQF2_ANOGA	Anopheles gambiae						Q5TQF2;						7165.AGAP008217-PA;						
Q7PVC6	Q7PVC6_ANOGA	Anopheles gambiae												7165.AGAP011752-PA;						
A0NBX6	A0NBX6_ANOGA	Anopheles gambiae																		
A7URF5	A7URF5_ANOGA	Anopheles gambiae												7165.AGAP007364-PA;						
A7USE4	A7USE4_ANOGA	Anopheles gambiae																		
A7URZ3	A7URZ3_ANOGA	Anopheles gambiae																		
Q7PWZ3	Q7PWZ3_ANOGA	Anopheles gambiae						Q7PWZ3;						7165.AGAP001132-PA;						
Q7QC58	Q7QC58_ANOGA	Anopheles gambiae						Q7QC58;						7165.AGAP002463-PA;						
A7UV13	A7UV13_ANOGA	Anopheles gambiae																		
Q7QE25	Q7QE25_ANOGA	Anopheles gambiae																		
Q5TUZ5	Q5TUZ5_ANOGA	Anopheles gambiae																		
L7RMX1	L7RMX1_ANOGA	Anopheles gambiae												7165.AGAP001081-PA;						
Q7Q2H6	Q7Q2H6_ANOGA	Anopheles gambiae						Q7Q2H6;						7165.AGAP010321-PA;						
Q7QGG7	Q7QGG7_ANOGA	Anopheles gambiae												7165.AGAP009312-PA;						
Q7Q1V5	Q7Q1V5_ANOGA	Anopheles gambiae						Q7Q1V5;						7165.AGAP009615-PA;						
Q7QDU9	Q7QDU9_ANOGA	Anopheles gambiae						Q7QDU9;						7165.AGAP010428-PA;						
Q7QIX3	Q7QIX3_ANOGA	Anopheles gambiae												7165.AGAP007115-PA;						
Q5TTE9	Q5TTE9_ANOGA	Anopheles gambiae																		
L7RG16	L7RG16_ANOGA	Anopheles gambiae												7165.AGAP007032-PA;						
B0F4A7	B0F4A7_ANOGA	Anopheles gambiae												7165.AGAP007143-PA;						
L7T5S1	L7T5S1_ANOGA	Anopheles gambiae																		
L7RQN9	L7RQN9_ANOGA	Anopheles gambiae												7165.AGAP007037-PA;						
Q7QEL8	Q7QEL8_ANOGA	Anopheles gambiae						Q7QEL8;						7165.AGAP000053-PA;						
L7T5B2	L7T5B2_ANOGA	Anopheles gambiae																		
A0NBN0	A0NBN0_ANOGA	Anopheles gambiae						A0NBN0;						7165.AGAP006807-PA;						
L7RRD6	L7RRD6_ANOGA	Anopheles gambiae												7165.AGAP002593-PA;						
Q7PXV6	Q7PXV6_ANOGA	Anopheles gambiae												7165.AGAP001619-PA;						
Q7PX06	Q7PX06_ANOGA	Anopheles gambiae						Q7PX06;						7165.AGAP001149-PA;						
A0NFH7	A0NFH7_ANOGA	Anopheles gambiae												7165.AGAP004729-PA;						
L7T6G2	L7T6G2_ANOGA	Anopheles gambiae												7165.AGAP007060-PA;						
L7RHN2	L7RHN2_ANOGA	Anopheles gambiae												7165.AGAP007032-PA;						
Q7QB46	Q7QB46_ANOGA	Anopheles gambiae						Q7QB46;						7165.AGAP004190-PA;						
Q8MUR9	Q8MUR9_ANOGA	Anopheles gambiae						Q8MUR9;												
L7T2I5	L7T2I5_ANOGA	Anopheles gambiae																		
Q7QBJ9	Q7QBJ9_ANOGA	Anopheles gambiae												7165.AGAP003140-PB;						
A0NFI4	A0NFI4_ANOGA	Anopheles gambiae																		
C3VRY2	C3VRY2_ANOGA	Anopheles gambiae																		
L7T2J2	L7T2J2_ANOGA	Anopheles gambiae																		
A7UU94	A7UU94_ANOGA	Anopheles gambiae												7165.AGAP006402-PA;						
Q5XM57	Q5XM57_ANOGA	Anopheles gambiae						Q5XM57;						7165.AGAP009375-PA;						
Q7QAK7	Q7QAK7_ANOGA	Anopheles gambiae						Q7QAK7;						7165.AGAP003648-PA;						
L7T3D3	L7T3D3_ANOGA	Anopheles gambiae												7165.AGAP007060-PA;						
Q5XNT6	Q5XNT6_ANOGA	Anopheles gambiae						Q5XNT6;						7165.AGAP003522-PA;						
A7UV81	A7UV81_ANOGA	Anopheles gambiae																		
Q7Q8J0	Q7Q8J0_ANOGA	Anopheles gambiae												7165.AGAP008602-PA;						
A7UVN5	A7UVN5_ANOGA	Anopheles gambiae												7165.AGAP001397-PA;						
B0F4D6	B0F4D6_ANOGA	Anopheles gambiae												7165.AGAP005819-PA;						
Q5MAT2	Q5MAT2_ANOGA	Anopheles gambiae						Q5MAT2;						7165.AGAP004248-PA;						
Q7Q3B2	Q7Q3B2_ANOGA	Anopheles gambiae						Q7Q3B2;						7165.AGAP007793-PA;						
A7UV69	A7UV69_ANOGA	Anopheles gambiae																		
Q7QCJ6	Q7QCJ6_ANOGA	Anopheles gambiae						Q7QCJ6;						7165.AGAP002661-PA;						
Q7Q3Y4	Q7Q3Y4_ANOGA	Anopheles gambiae						Q7Q3Y4;						7165.AGAP008097-PA;						
Q7PWU8	Q7PWU8_ANOGA	Anopheles gambiae						Q7PWU8;						7165.AGAP008845-PA;						
Q7PQV6	Q7PQV6_ANOGA	Anopheles gambiae												7165.AGAP002333-PA;						
Q7QCE1	Q7QCE1_ANOGA	Anopheles gambiae												7165.AGAP002586-PA;						
Q7Q535	Q7Q535_ANOGA	Anopheles gambiae												7165.AGAP006663-PA;						
Q7PX40	Q7PX40_ANOGA	Anopheles gambiae												7165.AGAP001200-PA;						
L7RUJ3	L7RUJ3_ANOGA	Anopheles gambiae												7165.AGAP005716-PA;						
L7RM34	L7RM34_ANOGA	Anopheles gambiae												7165.AGAP002593-PA;						
L7RLV8	L7RLV8_ANOGA	Anopheles gambiae												7165.AGAP001826-PA;						
L7T2G2	L7T2G2_ANOGA	Anopheles gambiae												7165.AGAP007048-PA;						
L7T475	L7T475_ANOGA	Anopheles gambiae												7165.AGAP007048-PA;						
L7T360	L7T360_ANOGA	Anopheles gambiae																		
L7RLJ9	L7RLJ9_ANOGA	Anopheles gambiae												7165.AGAP005728-PA;						
L7T116	L7T116_ANOGA	Anopheles gambiae												7165.AGAP007041-PA;						
Q7PZC4	Q7PZC4_ANOGA	Anopheles gambiae												7165.AGAP011838-PA;						
L7RTM6	L7RTM6_ANOGA	Anopheles gambiae												7165.AGAP005693-PA;						
L7T6P8	L7T6P8_ANOGA	Anopheles gambiae												7165.AGAP007058-PA;						
L7T5M6	L7T5M6_ANOGA	Anopheles gambiae												7165.AGAP007060-PA;						
Q7Q5Q9	Q7Q5Q9_ANOGA	Anopheles gambiae						Q7Q5Q9;						7165.AGAP006258-PA;						
Q7PUI7	Q7PUI7_ANOGA	Anopheles gambiae												7165.AGAP002079-PA;						
Q7PSZ6	Q7PSZ6_ANOGA	Anopheles gambiae												7165.AGAP006773-PA;						
Q7PZD1	Q7PZD1_ANOGA	Anopheles gambiae																		
Q7QC81	Q7QC81_ANOGA	Anopheles gambiae						Q7QC81;						7165.AGAP002496-PA;						
Q7QKE0	Q7QKE0_ANOGA	Anopheles gambiae						Q7QKE0;						7165.AGAP002280-PA;						
Q7PY54	Q7PY54_ANOGA	Anopheles gambiae												7165.AGAP001752-PA;						
Q7Q8F3	Q7Q8F3_ANOGA	Anopheles gambiae						Q7Q8F3;						7165.AGAP008655-PA;						
A0EJE5	A0EJE5_ANOGA	Anopheles gambiae												7165.AGAP009457-PA;						
B5KP35	B5KP35_ANOGA	Anopheles gambiae												7165.AGAP005832-PB;						
Q7PXD9	Q7PXD9_ANOGA	Anopheles gambiae												7165.AGAP001361-PA;						
L7RIG0	L7RIG0_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
Q5TWW3	Q5TWW3_ANOGA	Anopheles gambiae												7165.AGAP007362-PA;						
L7RL12	L7RL12_ANOGA	Anopheles gambiae												7165.AGAP007032-PA;						
Q5PTS4	Q5PTS4_ANOGA	Anopheles gambiae												7165.AGAP004870-PA;						
Q7QH15	Q7QH15_ANOGA	Anopheles gambiae												7165.AGAP010987-PA;						
A0A0E4G8E9	A0A0E4G8E9_ANOGA	Anopheles gambiae																		
A7UTQ7	A7UTQ7_ANOGA	Anopheles gambiae												7165.AGAP005508-PA;						
A0NG71	A0NG71_ANOGA	Anopheles gambiae																		
Q7PIY1	Q7PIY1_ANOGA	Anopheles gambiae												7165.AGAP007769-PA;						
Q7Q2B8	Q7Q2B8_ANOGA	Anopheles gambiae						Q7Q2B8;						7165.AGAP003922-PA;						
Q5TX96	Q5TX96_ANOGA	Anopheles gambiae						Q5TX96;						7165.AGAP002197-PA;						
Q7QCK4	Q7QCK4_ANOGA	Anopheles gambiae												7165.AGAP002669-PA;						
Q5TTE5	Q5TTE5_ANOGA	Anopheles gambiae						Q5TTE5;						7165.AGAP004171-PA;						
A0A0E4G8J4	A0A0E4G8J4_ANOGA	Anopheles gambiae																		
L7T2B6	L7T2B6_ANOGA	Anopheles gambiae																		
